Price,Car Name,Region,Condition,Mileage
"₦ 13,725,000",Mercedes-Benz CLS 2015 Silver,"Lagos State, Lekki",Local Used,68529 km
"₦ 2,625,000",Nissan Micra 2005 Gold,"Ogun State, Abeokuta North",Foreign Used,216259 km
"₦ 5,145,000",BMW 3 Series 2007 Gray,"Abuja (FCT), Kubwa",Local Used,262943 km
"₦ 5,460,000",Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2007 Burgandy,"Abuja (FCT), Lugbe District",Local Used,289492 km
"₦ 3,990,000",Toyota Highlander 2003 Silver,"Lagos State, Amuwo-Odofin",Local Used,208906 km
"₦ 8,840,000",Ford Edge 2013 Black,"Edo State, Benin City",Local Used,85542 km
"₦ 7,280,000",Ford Edge 2012 Brown,"Oyo State, Ibadan",Local Used,250955 km
"₦ 6,300,000",Mercedes-Benz M Class 2003 Silver,"Oyo State, Ibadan",Local Used,257254 km
"₦ 8,295,000",Lexus RX 330 2005 Black,"Lagos State, Ikorodu",Local Used,125680 km
"₦ 42,000,000",Jeep Wrangler 2014 Black,"Oyo State, Ibadan",Local Used,91384 km
"₦ 4,200,000",Nissan Pathfinder 2006 Gold,"Lagos State, Alimosho",Local Used,245326 km
"₦ 25,725,000",Toyota Highlander 2017 Gray,"Lagos State, Magodo",Local Used,92987 km
"₦ 4,935,000",Toyota Sienna 2008 Black,"Lagos State, Abule Egba",Local Used,226519 km
"₦ 3,465,000",Ford Edge 2008 Gray,"Lagos State, Ikeja",Local Used,367833 km
"₦ 16,120,000",Mercedes-Benz GLK-Class 2012 Black,"Abuja (FCT), Gwarinpa",Local Used,262114 km
"₦ 5,775,000",Toyota Camry 2009 Silver,"Oyo State, Ibadan",Local Used,169987 km
"₦ 23,920,000",Toyota RAV4 2015 Black,"Abuja (FCT), Kubwa",Foreign Used,47768 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,675,000",Toyota Camry 2005 Gray,"Lagos State, Ojodu",Local Used,11938 km
"₦ 13,125,000",Toyota Venza 2010 Silver,"Lagos State, Ogudu",Local Used,133681 km
"₦ 3,465,000",Peugeot 407 2006 Black,"Enugu State, Enugu",Local Used,227144 km
"₦ 3,600,000",Toyota Sienna LE 2001 Green,"Lagos State, Ikorodu",Local Used,122913 km
"₦ 37,800,000",Mercedes-Benz GLE-Class 2016 Gray,"Lagos State, Lekki",Foreign Used,144449 km
"₦ 4,680,000",Lexus RX 300 4WD 2000 Brown,"Akwa Ibom State, Uyo",Local Used,129622 km
"₦ 11,440,000",Mercedes-Benz E350 2010 Black,"Abuja (FCT), Asokoro",Local Used,230580 km
"₦ 15,750,000",Mitsubishi Pajero 2008 Black,"Lagos State, Ojodu",Local Used,136433 km
"₦ 4,998,000",Toyota Camry 2007 Blue,"Oyo State, Ibadan",Local Used,271077 km
"₦ 4,935,000",Toyota Highlander 2004 Silver,"Abia State, Aba North",Local Used,432587 km
"₦ 3,417,750",Lexus RX 300 2001 Gray,"Abuja (FCT), Kubwa",Local Used,211688 km
"₦ 10,500,000",Land Rover Range Rover Sport 2011 Black,"Oyo State, Ibadan",Local Used,65038 km
"₦ 101,920,000",Toyota Highlander 2022 White,"Abuja (FCT), Kubwa",Foreign Used,15523 km
"₦ 4,200,000",Toyota Corolla 2008 Black,"Delta State, Oshimili South",Local Used,142191 km
"₦ 9,975,000",Honda Accord 2014 Black,"Lagos State, Lekki",Local Used,86998 km
"₦ 6,720,000",Toyota Camry 2007 Gold,"Lagos State, Ogudu",Local Used,113156 km
"₦ 10,400,000",Honda Ridgeline 2006 Black,"Abuja (FCT), Lugbe District",Local Used,190226 km
"₦ 16,120,000",Toyota Highlander 2011 Blue,"Delta State, Oshimili South",Local Used,240935 km
"₦ 17,850,000",Dodge RAM 2013 Blue,"Oyo State, Ibadan",Foreign Used,303611 km
"₦ 34,702,500",Lexus GX 2014 Gray,"Lagos State, Amuwo-Odofin",Local Used,73561 km
"₦ 14,560,000",Toyota Camry 2013 Red,"Lagos State, Ilupeju",Foreign Used,334192 km
"₦ 5,250,000",Toyota 4-Runner 2003 Gray,"Oyo State, Ibadan",Local Used,20285 km
"₦ 25,200,000",Honda Accord 2018 Black,"Abuja (FCT), Central Business District",Foreign Used,233761 km
"₦ 15,750,000",Honda Odyssey 2014 Silver,"Oyo State, Ibadan",Foreign Used,178559 km
"₦ 7,560,000",Lexus RX 350 2008 Gold,"Lagos State, Surulere",Local Used,215350 km
"₦ 7,072,000",Toyota Camry 2009 Silver,"Abuja (FCT), Gudu",Local Used,203316 km
"₦ 15,750,000",Hyundai Santa Fe 2017 Gray,"Lagos State, Ikotun/Igando",Local Used,107508 km
"₦ 8,320,000",Lexus ES 2006 Silver,"Ogun State, Abeokuta North",Local Used,196191 km
"₦ 64,480,000",Toyota Highlander 2020 Silver,"Lagos State, Magodo",Foreign Used,92036 km
"₦ 2,535,750",Honda Accord 2007 Gray,"Lagos State, Ikeja",Local Used,167112 km
"₦ 3,150,000",Honda CR-V 2.0i ES Automatic 2002 Black,"Lagos State, Ikorodu",Local Used,234153 km
"₦ 24,990,000",Lexus RX 350 2015 Brown,"Lagos State, Alimosho",Foreign Used,309702 km
"₦ 5,355,000",Lexus LS 2007 Green,"Lagos State, Ikeja",Local Used,112376 km
"₦ 12,480,000",Toyota Camry 2012 Gray,"Lagos State, Isolo",Local Used,164625 km
"₦ 9,240,000",Land Rover Range Rover Sport 2010 Gray,"Rivers State, Port-Harcourt",Local Used,294876 km
"₦ 68,640,000",Toyota Highlander 2021 Black,"Lagos State, Amuwo-Odofin",Foreign Used,61855 km
"₦ 8,400,000",Audi Q7 2008 Black,"Ogun State, Abeokuta North",Local Used,303498 km
"₦ 2,704,000",Toyota Camry 1998 Gold,"Abuja (FCT), Karu",Local Used,235421 km
"₦ 5,040,000",Honda CR-V 2009 Black,"Abuja (FCT), Karu",Local Used,213521 km
"₦ 15,015,000",Peugeot RC 2011 White,"Abuja (FCT), Gwarinpa",Foreign Used,135789 km
"₦ 4,200,000",Infiniti G35 2006 Gray,"Abuja (FCT), Lugbe District",Local Used,258440 km
"₦ 31,200,000",Toyota Highlander 2018 Gray,"Abuja (FCT), Gwarinpa",Local Used,31147 km
"₦ 6,300,000",Chevrolet Captiva 2014 Red,"Lagos State, Ikoyi",Local Used,149591 km
"₦ 28,080,000",Mercedes-Benz GLK-Class 2013 Silver,"Abuja (FCT), Central Business District",Foreign Used,233761 km
"₦ 6,825,000",Peugeot 207 2008 Silver,"Abuja (FCT), Jabi",Foreign Used,179007 km
"₦ 8,840,000",Toyota 4-Runner 2003 Gray,"Abuja (FCT), Garki 2",Local Used,196692 km
"₦ 7,350,000",Volkswagen Sharan 2001 Red,"Lagos State, Yaba",Foreign Used,224245 km
"₦ 15,600,000",Honda Accord Crosstour 2013 Black,"Lagos State, Ogudu",Foreign Used,191401 km
"₦ 13,125,000",Hyundai Starex 2009 Yellow,"Lagos State, Ogba",Local Used,126701 km
"₦ 12,075,000",BMW X6 2011 Red,"Abuja (FCT), Lugbe District",Local Used,217315 km
"₦ 3,885,000",Toyota Camry 2003 Blue,"Lagos State, Ikotun/Igando",Local Used,222825 km
"₦ 24,097,500",Mercedes-Benz M Class 2012 Black,"Lagos State, Surulere",Foreign Used,261154 km
"₦ 31,200,000",Land Rover Range Rover Sport 2015 Black,"Lagos State, Lekki",Local Used,78183 km
"₦ 7,140,000",Nissan Maxima 2014 White,"Oyo State, Ibadan",Local Used,143996 km
"₦ 3,360,000",Toyota Camry 2003 Black,"Lagos State, Abule Egba",Local Used,152455 km
"₦ 13,520,000",Lexus ES 2007 Black,"Lagos State, Alimosho",Local Used,257161 km
"₦ 5,250,000",Mercedes-Benz C230 2009 Gray,"Oyo State, Ibadan",Local Used,127527 km
"₦ 7,800,000",Honda Pilot 2011 Red,"Lagos State, Alimosho",Local Used,104465 km
"₦ 4,032,000",Ford Escape 2009 Gray,"Lagos State, Ojodu",Local Used,328891 km
"₦ 5,720,000",Toyota Highlander 2004 Red,"Lagos State, Ikoyi",Local Used,119788 km
"₦ 5,250,000",Mazda CX-9 2012 Gray,"Ogun State, Abeokuta North",Local Used,251972 km
"₦ 5,200,000",Honda Pilot 2007 Burgandy,"Lagos State, Ikotun/Igando",Local Used,261475 km
"₦ 17,850,000",Honda Pilot 2015 Gray,"Lagos State, Ojodu",Local Used,183673 km
"₦ 8,505,000",Toyota RAV4 2010 Silver,"Lagos State, Magodo",Local Used,307338 km
"₦ 5,250,000",Lexus RX 1999 White,"Abuja (FCT), Kubwa",Local Used,120028 km
"₦ 3,150,000",Lexus RX 300 2000 Black,"Lagos State, Isolo",Local Used,252803 km
"₦ 12,718,125",Nissan Pathfinder 2013 Gray,"Lagos State, Surulere",Foreign Used,18520 km
"₦ 3,780,000",Honda Accord 2008 Blue,"Abuja (FCT), Kubwa",Local Used,143431 km
"₦ 4,830,000",Honda Accord 2012 Black,"Abuja (FCT), Gudu",Local Used,269644 km
"₦ 3,150,000",Nissan Almera 2004 Blue,"Oyo State, Ibadan",Local Used,267118 km
"₦ 13,520,000",Toyota Corolla 2015 Gray,"Abuja (FCT), Asokoro",Local Used,213438 km
"₦ 15,496,000",Honda Accord 2014 Gray,"Lagos State, Ilupeju",Foreign Used,349403 km
"₦ 2,625,000",Honda Accord 2003 Gold,"Lagos State, Alimosho",Local Used,349159 km
"₦ 4,200,000",BMW 3 Series 2006 Gray,"Abuja (FCT), Kubwa",Local Used,227040 km
"₦ 1,785,000",Mazda 323 1999 Burgandy,"Ogun State, Abeokuta North",Local Used,
"₦ 2,625,000",Toyota Avalon 3.0 2000 Gold,"Imo State, Owerri",Local Used,181740 km
"₦ 4,680,000",Toyota Camry 2005 Silver,"Lagos State, Alimosho",Local Used,179422 km
"₦ 11,025,000",Lexus ES 2011 Green,"Abuja (FCT), Lugbe District",Local Used,127999 km
"₦ 15,750,000",Hyundai Sonata 2015 Gray,"Oyo State, Ibadan",Foreign Used,156942 km
"₦ 3,150,000",Honda Pilot 2005 Black,"Edo State, Benin City",Local Used,126585 km
"₦ 10,500,000",Toyota Corolla 2010 Silver,"Lagos State, Ogba",Foreign Used,244609 km
"₦ 99,750,000",Mercedes-Benz GLE-Class 2020 White,"Lagos State, Lekki",Foreign Used,62208 km
"₦ 3,675,000",Acura MDX 3.5L 4x4 2001 Silver,"Akwa Ibom State, Uyo",Local Used,328098 km
"₦ 2,572,500",Honda Accord 2007 Blue,"Lagos State, Alimosho",Local Used,70404 km
"₦ 5,200,000",Honda Accord 2003 Blue,"Oyo State, Ibadan",Local Used,411172 km
"₦ 23,625,000",Infiniti Q60 2015 Gray,"Lagos State, Surulere",Foreign Used,268154 km
"₦ 31,500,000",Toyota Camry 2020 Black,"Abuja (FCT), Central Business District",Foreign Used,64125 km
"₦ 9,450,000",Toyota Highlander 2008 Black,"Lagos State, Lekki",Local Used,169994 km
"₦ 9,450,000",Honda Accord 2014 Burgandy,"Oyo State, Ibadan",Local Used,44479 km
"₦ 21,840,000",Mercedes-Benz C300 2015 Black,"Lagos State, Lekki",Local Used,142615 km
"₦ 6,825,000",Lexus LS 2007 Black,"Enugu State, Enugu",Local Used,117659 km
"₦ 17,680,000",Toyota Corolla 2017 Black,"Lagos State, Yaba",Local Used,21822 km
"₦ 4,620,000",Lexus ES 2002 Gray,"Oyo State, Ibadan",Local Used,123401 km
"₦ 3,360,000",Nissan Pathfinder 2005 Black,"Lagos State, Surulere",Local Used,251951 km
"₦ 36,400,000",Toyota RAV4 2018 Red,"Abuja (FCT), Kubwa",Foreign Used,119765 km
"₦ 12,048,750",Toyota Venza V6 2010 White,"Abuja (FCT), Lugbe District",Local Used,236601 km
"₦ 4,095,000",Toyota RAV4 Base FWD 2001 Blue,"Lagos State, Ikorodu",Local Used,200747 km
"₦ 7,280,000",Toyota Camry 2.3 Hybrid 2007 Red,"Lagos State, Ilupeju",Local Used,256097 km
"₦ 9,568,000",Lexus ES 2008 Gold,"Lagos State, Abule Egba",Local Used,95055 km
"₦ 8,400,000",Lexus ES 2008 Burgandy,"Abuja (FCT), Kubwa",Local Used,71000 km
"₦ 9,450,000",Nissan Quest 2015 Green,"Lagos State, Surulere",Local Used,355321 km
"₦ 8,528,000",Lexus IS 2006 Black,"Lagos State, Magodo",Local Used,309628 km
"₦ 11,960,000",Toyota Camry 2010 White,"Abuja (FCT), Asokoro",Foreign Used,122727 km
"₦ 11,232,000",Toyota Highlander 2008 Black,"Abuja (FCT), Karu",Local Used,102352 km
"₦ 8,320,000",Mercedes-Benz M Class 2006 White,"Ogun State, Abeokuta North",Local Used,340095 km
"₦ 46,800,000",Lexus RX 350 2019 Gray,"Lagos State, Ajah",Local Used,24651 km
"₦ 5,720,000",Toyota Yaris 1.5 Liftback 2008 Gray,"Abuja (FCT), Lugbe District",Local Used,296703 km
"₦ 3,990,000",Lexus RX 1998 Silver,"Ogun State, Abeokuta North",Local Used,436873 km
"₦ 3,675,000",Kia Sportage 2009 Black,"Abuja (FCT), Jabi",Local Used,333664 km
"₦ 9,360,000",Honda Accord 2009 Black,"Lagos State, Kosofe",Foreign Used,127467 km
"₦ 4,200,000",Opel Signum 2005 Red,"Lagos State, Alimosho",Local Used,136822 km
"₦ 6,240,000",Toyota Corolla 2006 Black,"Lagos State, Alimosho",Local Used,231897 km
"₦ 4,200,000",Peugeot 406 2000 Green,"Abuja (FCT), Lugbe District",Local Used,1245184 km
"₦ 19,320,000",Mercedes-Benz GL-Class 2013 Black,"Lagos State, Ajah",Local Used,145630 km
"₦ 13,520,000",Mercedes-Benz C300 2014 Black,"Abuja (FCT), Gwarinpa",Local Used,158952 km
"₦ 36,750,000",Volkswagen Passat 3.6L V6 GT 2018 White,"Kaduna State, Kaduna / Kaduna State",Foreign Used,63629 km
"₦ 7,280,000",Ford Edge 2008 Black,"Lagos State, Lekki",Local Used,132093 km
"₦ 5,928,000",Toyota Highlander 2004 Gray,"Lagos State, Ikorodu",Local Used,132255 km
"₦ 47,840,000",Mercedes-Benz GL-Class 2013 White,"Lagos State, Abule Egba",Foreign Used,180752 km
"₦ 4,410,000",Toyota Matrix 2005 Blue,"Oyo State, Ibadan",Local Used,99999 km
"₦ 12,075,000",Honda Pilot 2011 Silver,"Ogun State, Abeokuta North",Foreign Used,256139 km
"₦ 8,400,000",Audi Q7 2007 Black,"Oyo State, Ibadan",Local Used,257627 km
"₦ 8,840,000",Honda CR-V 2007 Black,"Lagos State, Ikeja",Local Used,146619 km
"₦ 15,750,000",Peugeot 508 2018 Black,"Abuja (FCT), Kubwa",Local Used,88855 km
"₦ 2,100,000",Toyota Carina 1993 Black,"Oyo State, Ibadan",Local Used,265201 km
"₦ 4,935,000",Peugeot 407 2010 Black,"Abuja (FCT), Gwarinpa",Local Used,720735 km
"₦ 22,680,000",Toyota RAV4 LE FWD (2.5L 4cyl 6A) 2017 Gray,"Lagos State, Lekki",Foreign Used,325276 km
"₦ 2,940,000",Toyota Sequoia 2005 Black,"Oyo State, Ibadan",Local Used,264201 km
"₦ 17,325,000",Lexus RX 350 2010 White,"Lagos State, Yaba",Local Used,187058 km
"₦ 10,400,000",Ford Edge 2014 Red,"Lagos State, Ikeja",Local Used,237776 km
"₦ 7,350,000",Toyota Camry 2011 Red,"Ondo State, Akure",Local Used,342483 km
"₦ 15,600,000",Toyota Camry 2012 Silver,"Abuja (FCT), Kubwa",Foreign Used,58639 km
"₦ 3,150,000",Toyota Camry 2003 Black,"Abuja (FCT), Karu",Local Used,236553 km
"₦ 16,640,000",Hyundai Elantra 2017 Gray,"Abuja (FCT), Karu",Foreign Used,208840 km
"₦ 10,500,000",Toyota Corolla 2010 Black,"Abuja (FCT), Lugbe District",Foreign Used,433662 km
"₦ 4,725,000",Acura MDX 2002 Silver,"Lagos State, Alimosho",Local Used,271738 km
"₦ 5,200,000",Honda Accord 2005 Gray,"Abuja (FCT), Asokoro",Local Used,335366 km
"₦ 3,120,000",Toyota Camry 2002 Gray,"Imo State, Owerri",Local Used,289588 km
"₦ 5,407,500",Toyota Solara 2009 Black,"Lagos State, Lekki",Local Used,175122 km
"₦ 5,775,000",Toyota Corolla 2008 Beige,"Lagos State, Lekki",Local Used,107280 km
"₦ 6,195,000",Toyota Camry 2009 Gray,"Lagos State, Ojodu",Local Used,284870 km
"₦ 1,890,000",Seat Ibiza 1999 Green,"Ogun State, Abeokuta North",Local Used,12071 km
"₦ 6,300,000",Mercedes-Benz C300 2008 Gray,"Abia State, Aba North",Local Used,
"₦ 9,345,000",Toyota HiAce 1996 White,"Lagos State, Amuwo-Odofin",Local Used,142118 km
"₦ 16,800,000",BMW 528i 2013 White,"Abuja (FCT), Garki 2",Foreign Used,271920 km
"₦ 4,680,000",Volkswagen Passat 2008 Black,"Abuja (FCT), Garki 2",Local Used,235252 km
"₦ 36,400,000",Toyota Highlander 2015 Black,"Oyo State, Ibadan",Foreign Used,254996 km
"₦ 26,250,000",Toyota Fortuner 2015 Black,"Oyo State, Ibadan",Local Used,82363 km
"₦ 5,250,000",Mercedes-Benz C180 1999 Silver,"Abuja (FCT), Asokoro",Foreign Used,308073 km
"₦ 36,400,000",Lexus RX 350 2015 Gray,"Abuja (FCT), Lugbe District",Foreign Used,129228 km
"₦ 4,200,000",Toyota Avensis 2004 Red,"Lagos State, Lekki",Local Used,338724 km
"₦ 1,995,000",Toyota Camry 1998 Gray,"Enugu State, Enugu",Local Used,350000 km
"₦ 2,058,000",Toyota Camry 1999 Gold,"Abuja (FCT), Garki 2",Local Used,197214 km
"₦ 6,968,000",Toyota Highlander 2006 White,"Lagos State, Ikeja",Local Used,124733 km
"₦ 20,696,000",Toyota RAV4 2012 Silver,"Lagos State, Ilupeju",Foreign Used,85444 km
"₦ 5,250,000",Ford Edge 2011 Black,"Abuja (FCT), Jabi",Local Used,128359 km
"₦ 8,320,000",Honda Accord Crosstour 2012 Black,"Abuja (FCT), Jabi",Local Used,123069 km
"₦ 7,350,000",Lexus RX 2005 Burgandy,"Abuja (FCT), Asokoro",Local Used,154951 km
"₦ 136,500,000",Land Rover Range Rover Sport 2021 Black,"Lagos State, Amuwo-Odofin",Foreign Used,31521 km
"₦ 48,880,000",Toyota Highlander 2017 Burgandy,"Lagos State, Amuwo-Odofin",Foreign Used,61613 km
"₦ 58,800,000",Mercedes-Benz GLA-Class 2017 Black,"Lagos State, Lekki",Local Used,34800 km
"₦ 4,618,687",Toyota Avalon Limited 2005 Gray,"Abuja (FCT), Lugbe District",Local Used,225606 km
"₦ 13,520,000",Mercedes-Benz E350 2010 Gray,"Abuja (FCT), Garki 2",Local Used,268214 km
"₦ 2,310,000",Skoda Octavia 2013 Blue,"Oyo State, Ibadan",Local Used,116198 km
"₦ 5,565,000",Acura MDX 2008 Gray,"Abuja (FCT), Kubwa",Local Used,106889 km
"₦ 5,512,000",Toyota Highlander 2004 Silver,"Lagos State, Alimosho",Local Used,318687 km
"₦ 13,335,000",Dodge RAM 2011 Silver,"Lagos State, Ilupeju",Local Used,216221 km
"₦ 22,880,000",Lexus RX 350 2010 White,"Lagos State, Isolo",Foreign Used,100348 km
"₦ 15,015,000",Mercedes-Benz E350 2014 Brown,"Lagos State, Ajah",Local Used,121440 km
"₦ 3,885,000",Toyota Camry 2005 Green,"Lagos State, Alimosho",Local Used,116224 km
"₦ 12,915,000",Mitsubishi Pajero 2016 Black,"Lagos State, Lekki",Local Used,83800 km
"₦ 8,320,000",Toyota RAV4 2007 Black,"Lagos State, Lekki",Local Used,255085 km
"₦ 5,775,000",Toyota Camry 2008 Red,"Edo State, Benin City",Local Used,124695 km
"₦ 9,975,000",Land Rover Range Rover Sport 2012 Green,"Abuja (FCT), Central Business District",Foreign Used,156242 km
"₦ 11,340,000",Mercedes-Benz E350 2013 White,"Abuja (FCT), Lugbe District",Local Used,212745 km
"₦ 54,080,000",Toyota Tundra 2014 Black,"Enugu State, Enugu",Foreign Used,61853 km
"₦ 7,875,000",Lexus RX 2004 Black,"Lagos State, Ikeja",Local Used,198307 km
"₦ 8,925,000",Mercedes-Benz S-Class 2007 Black,"Abuja (FCT), Gwarinpa",Local Used,346695 km
"₦ 10,500,000",Toyota Highlander 2008 Silver,"Abuja (FCT), Wuse",Local Used,214457 km
"₦ 9,450,000",Toyota Tundra 2006 Black,"Lagos State, Ikotun/Igando",Local Used,139664 km
"₦ 4,472,000",Toyota RAV4 2003 Silver,"Enugu State, Enugu",Local Used,315000 km
"₦ 42,000,000",Changan CS35 2023 Gray,"Lagos State, Ikoyi",Local Used,9209 km
"₦ 3,675,000",Hyundai Elantra 2009 Black,"Lagos State, Yaba",Local Used,179097 km
"₦ 6,760,000",Toyota Camry 2007 Silver,"Imo State, Owerri",Local Used,431822 km
"₦ 3,150,000",Honda Accord Sedan SE V-6 Automatic 2007 Gray,"Rivers State, Port-Harcourt",Local Used,142947 km
"₦ 8,925,000",Honda Accord 2004 Purple,"Lagos State, Ikorodu",Foreign Used,225429 km
"₦ 9,360,000",Toyota Camry 2011 Black,"Imo State, Owerri",Local Used,262082 km
"₦ 6,510,000",Audi A6 2008 Blue,"Lagos State, Alimosho",Local Used,547573 km
"₦ 3,675,000",Toyota Avalon 2000 Black,"Oyo State, Ibadan",Local Used,225734 km
"₦ 6,240,000",Ford Edge 2008 Red,"Lagos State, Amuwo-Odofin",Local Used,1949865 km
"₦ 9,450,000",Toyota Highlander 2010 Black,"Lagos State, Magodo",Local Used,291251 km
"₦ 3,675,000",Toyota Avensis Verso 2004 Gray,"Lagos State, Ikorodu",Local Used,195683 km
"₦ 15,750,000",Mercedes-Benz S-Class 2005 Black,"Lagos State, Ogudu",Local Used,
"₦ 21,693,000",Lexus RX 350 2010 Red,"Lagos State, Amuwo-Odofin",Foreign Used,296976 km
"₦ 10,400,000",Mercedes-Benz M Class 2008 Gray,"Lagos State, Lekki",Local Used,160108 km
"₦ 7,350,000",BMW 330i 2006 Black,"Abuja (FCT), Central Business District",Local Used,308465 km
"₦ 5,720,000",Lexus RX 300 2003 Gray,"Lagos State, Ikotun/Igando",Local Used,98868 km
"₦ 19,760,000",Toyota Camry 2017 Blue,"Abuja (FCT), Gudu",Foreign Used,238737 km
"₦ 20,527,500",Toyota Venza 2015 Green,"Lagos State, Ikeja",Foreign Used,232420 km
"₦ 5,250,000",Land Rover Discovery 2005 Gold,"Lagos State, Ikeja",Local Used,198518 km
"₦ 10,185,000",Toyota Corolla 2009 Black,"Edo State, Benin City",Foreign Used,105302 km
"₦ 10,500,000",Mercedes-Benz S-Class 2008 Black,"Lagos State, Lekki",Foreign Used,205832 km
"₦ 16,275,000",Honda CR-V 2016 Gray,"Lagos State, Alimosho",Local Used,52771 km
"₦ 14,560,000",Toyota Camry 2013 White,"Lagos State, Ikorodu",Foreign Used,121412 km
"₦ 2,730,000",Nissan Murano 2004 Gray,"Lagos State, Magodo",Local Used,190166 km
"₦ 6,825,000",Toyota Corolla 2008 Gray,"Abuja (FCT), Gwagwalada",Local Used,411220 km
"₦ 3,952,000",Toyota Sienna 2000 Beige,"Lagos State, Lekki",Local Used,359891 km
"₦ 5,250,000",Ford Explorer 2005 Silver,"Lagos State, Ojodu",Foreign Used,320371 km
"₦ 9,360,000",Honda Crosstour 2011 White,"Lagos State, Isolo",Local Used,165274 km
"₦ 3,150,000",Nissan Pathfinder 2006 Gray,"Abuja (FCT), Kubwa",Local Used,197888 km
"₦ 33,600,000",Toyota Sienna XLE FWD 2019 Red,"Lagos State, Lekki",Foreign Used,7579 km
"₦ 3,675,000",Mercedes-Benz M Class 2002 Black,"Oyo State, Ibadan",Local Used,294230 km
"₦ 2,938,950",Toyota Sienna 2001 White,"Oyo State, Ibadan",Local Used,218055 km
"₦ 8,320,000",Toyota Corolla 2010 Gray,"Abuja (FCT), Asokoro",Local Used,119173 km
"₦ 4,784,000",Toyota Corolla Sedan 2003 Blue,"Lagos State, Ikorodu",Local Used,195455 km
"₦ 5,460,000",Nissan Pathfinder 2008 Black,"Abuja (FCT), Garki 2",Local Used,208245 km
"₦ 6,615,000",Toyota Aygo 2015 Black,"Lagos State, Abule Egba",Local Used,30097 km
"₦ 8,400,000",Honda Odyssey 2013 Black,"Lagos State, Lekki",Local Used,51436 km
"₦ 9,450,000",Nissan Sentra 2014 Black,"Lagos State, Alimosho",Foreign Used,174446 km
"₦ 94,500,000",Mercedes-Benz GLE-Class 2020 Black,"Abuja (FCT), Jabi",Foreign Used,96714 km
"₦ 13,000,000",Mercedes-Benz GLK-Class 350 4MATIC 2011 Red,"Lagos State, Lekki",Local Used,227644 km
"₦ 10,500,000",Mercedes-Benz E350 2011 Red,"Lagos State, Lekki",Foreign Used,170158 km
"₦ 11,025,000",Mazda CX-9 2013 Black,"Abuja (FCT), Jabi",Foreign Used,125085 km
"₦ 3,640,000",Honda Accord 2003 Gold,"Abuja (FCT), Gwagwalada",Local Used,170579 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 10,500,000",Porsche Cayenne 2003 Gray,"Lagos State, Yaba",Local Used,253600 km
"₦ 15,600,000",Toyota Corolla 2015 Green,"Abuja (FCT), Garki 2",Foreign Used,281666 km
"₦ 70,720,000",Lexus ES 2019 Blue,"Abuja (FCT), Central Business District",Foreign Used,64698 km
"₦ 7,800,000",Toyota Corolla 2010 Black,"Rivers State, Port-Harcourt",Local Used,163838 km
